time,spatial_ref,ET_m_day
2021-01-03,0,0.0
2021-01-04,0,0.0
2021-01-05,0,0.0
2021-01-06,0,0.0
2021-01-07,0,0.0
2021-01-08,0,0.0
2021-01-09,0,1.4050927e-06
2021-01-10,0,1.6057099e-06
2021-01-11,0,1.6057099e-06
2021-01-12,0,1.6057099e-06
2021-01-13,0,1.969136e-06
2021-01-14,0,1.511574e-06
2021-01-15,0,1.3742284e-06
2021-01-16,0,1.3742284e-06
2021-01-17,0,0.0
2021-01-18,0,0.0
2021-01-19,0,0.0
2021-01-20,0,0.0
2021-01-21,0,0.0
2021-01-22,0,0.0
2021-01-23,0,0.0
2021-01-24,0,0.0
2021-01-25,0,3.9415125e-05
2021-01-26,0,3.3704473e-05
2021-01-27,0,4.062809e-05
2021-01-28,0,3.9652004e-05
2021-01-29,0,4.0399693e-05
2021-01-30,0,3.7782407e-05
2021-01-31,0,4.062269e-05
2021-02-01,0,4.9378865e-05
2021-02-02,0,1.7299383e-06
2021-02-03,0,1.7299383e-06
2021-02-04,0,1.7415123e-06
2021-02-05,0,1.9243826e-06
2021-02-06,0,1.6304014e-06
2021-02-07,0,1.6967593e-06
2021-02-08,0,1.9050926e-06
2021-02-09,0,1.8047841e-06
2021-02-10,0,4.8141206e-05
2021-02-11,0,5.153318e-05
2021-02-12,0,4.793364e-05
2021-02-13,0,5.450231e-05
2021-02-14,0,5.57554e-05
2021-02-15,0,5.7455247e-05
2021-02-16,0,4.7481484e-05
2021-02-17,0,5.6483797e-05
2021-02-18,0,7.743056e-05
2021-02-20,0,7.6283184e-05
2021-02-21,0,6.585032e-05
2021-02-22,0,6.845679e-05
2021-02-23,0,6.463504e-05
2021-02-24,0,6.523226e-05
2021-02-25,0,6.23804e-05
2021-02-26,0,0.000106425934
2021-02-27,0,9.445448e-05
2021-02-28,0,0.000115993826
2021-03-01,0,0.000120502315
2021-03-02,0,0.000119361895
2021-03-03,0,0.00014621993
2021-03-04,0,0.00013760649
2021-03-05,0,0.00014505556
2021-03-06,0,0.0003786435
2021-03-07,0,0.0004488002
2021-03-08,0,0.00053979404
2021-03-09,0,0.00049190124
2021-03-10,0,0.00050568907
2021-03-11,0,0.0005934422
2021-03-12,0,0.0005634352
2021-03-13,0,0.00048294757
2021-03-14,0,0.0006183704
2021-03-15,0,0.00070182723
2021-03-16,0,0.00065820606
2021-03-17,0,0.0006186011
2021-03-18,0,0.0006795826
2021-03-19,0,0.00065699464
2021-03-20,0,0.0006589846
2021-03-21,0,0.00062707724
2021-03-22,0,5.6615747e-05
2021-03-23,0,5.508642e-05
2021-03-24,0,6.386883e-05
2021-03-25,0,6.108874e-05
2021-03-26,0,5.5533957e-05
2021-03-27,0,7.220216e-05
2021-03-28,0,7.159028e-05
2021-03-29,0,6.4081796e-05
2021-03-30,0,0.00068785495
2021-03-31,0,0.0007254877
2021-04-02,0,0.0007019807
2021-04-03,0,0.00078132725
2021-04-04,0,0.0007185711
2021-04-05,0,0.0006074329
2021-04-06,0,0.0007463264
2021-04-07,0,7.698457e-05
2021-04-08,0,7.183488e-05
2021-04-09,0,8.1951395e-05
2021-04-10,0,9.4782416e-05
2021-04-11,0,8.950155e-05
2021-04-12,0,8.2909726e-05
2021-04-13,0,8.790355e-05
2021-04-14,0,0.000102529324
2021-04-15,0,0.0011658435
2021-04-16,0,0.0010595039
2021-04-17,0,0.0009404885
2021-04-18,0,0.0011546698
2021-04-19,0,0.0012144778
2021-04-20,0,0.0012681668
2021-04-21,0,0.0012611197
2021-04-22,0,0.0011320395
2021-04-23,0,0.0016110308
2021-04-24,0,0.002302023
2021-04-25,0,0.002486767
2021-04-26,0,0.0024658234
2021-04-27,0,0.0022433125
2021-04-28,0,0.0027004539
2021-04-29,0,0.0028590164
2021-04-30,0,0.0026440374
2021-05-01,0,0.0028327403
2021-05-02,0,0.0025805125
2021-05-03,0,0.0025467223
2021-05-04,0,0.002685389
2021-05-05,0,0.0028380966
2021-05-06,0,0.0027566922
2021-05-07,0,0.003188003
2021-05-08,0,0.003116218
2021-05-09,0,0.0025777584
2021-05-10,0,0.0032213829
2021-05-11,0,0.002919393
2021-05-12,0,0.0029680026
2021-05-13,0,0.002819997
2021-05-14,0,0.0029061823
2021-05-15,0,0.002856923
2021-05-16,0,0.0022692247
2021-05-17,0,0.001984119
2021-05-18,0,0.0020757846
2021-05-19,0,0.002329014
2021-05-20,0,0.0024163928
2021-05-21,0,0.0024513619
2021-05-22,0,0.0022208644
2021-05-23,0,0.0016225
2021-05-24,0,0.0020682665
2021-05-25,0,0.002963362
2021-05-26,0,0.0029061807
2021-05-27,0,0.0027927253
2021-05-28,0,0.0032919752
2021-05-29,0,0.0029138697
2021-05-30,0,0.0031069159
2021-05-31,0,0.0029224106
2021-06-01,0,0.0030637146
2021-06-02,0,0.0023893898
2021-06-03,0,0.0021718845
2021-06-04,0,0.0022450404
2021-06-05,0,0.002084133
2021-06-06,0,0.0023603481
2021-06-07,0,0.0019935402
2021-06-08,0,0.0026332117
2021-06-09,0,0.0024061908
2021-06-10,0,0.0039447094
2021-06-11,0,0.0031439052
2021-06-12,0,0.0033906333
2021-06-13,0,0.003228035
2021-06-14,0,0.0029098892
2021-06-16,0,0.0034526146
2021-06-17,0,0.0036442415
2021-06-18,0,0.0040122047
2021-06-19,0,0.0041929903
2021-06-20,0,0.0042698323
2021-06-21,0,0.00429188
2021-06-22,0,0.0041116206
2021-06-23,0,0.0043080403
2021-06-24,0,0.0049398686
2021-06-25,0,0.004972954
2021-06-26,0,0.0031794894
2021-06-27,0,0.0030548037
2021-06-28,0,0.00303091
2021-06-29,0,0.00298916
2021-06-30,0,0.0032819137
2021-07-01,0,0.0029514343
2021-07-02,0,0.0031925517
2021-07-03,0,0.0031493066
2021-07-04,0,0.00458163
2021-07-05,0,0.0047213095
2021-07-06,0,0.004180638
2021-07-07,0,0.004121275
2021-07-08,0,0.0041249725
2021-07-09,0,0.004081632
2021-07-10,0,0.0043148585
2021-07-11,0,0.0044990424
2021-07-12,0,0.0046161674
2021-07-13,0,0.004317094
2021-07-14,0,0.004271584
2021-07-15,0,0.004285534
2021-07-16,0,0.004323609
2021-07-17,0,0.004543677
2021-07-18,0,0.004395201
2021-07-19,0,0.004448914
2021-07-20,0,0.0043260604
2021-07-21,0,0.0041050096
2021-07-22,0,0.0046829223
2021-07-23,0,0.0042440486
2021-07-24,0,0.003833933
2021-07-25,0,0.004306254
2021-07-26,0,0.0043750857
2021-07-27,0,0.004055548
2021-07-28,0,0.004158877
2021-07-29,0,0.004442323
2021-07-30,0,0.0044586714
2021-07-31,0,0.0047454154
2021-08-01,0,0.004705472
2021-08-02,0,0.0043566115
2021-08-03,0,0.004637116
2021-08-04,0,0.004325189
2021-08-05,0,0.003480909
2021-08-06,0,0.0032958004
2021-08-07,0,0.0032897184
2021-08-08,0,0.003323993
2021-08-09,0,0.0033605665
2021-08-10,0,0.003429761
2021-08-11,0,0.0032885536
2021-08-12,0,0.0031854631
2021-08-13,0,0.0034067784
2021-08-14,0,0.0036560935
2021-08-15,0,0.0036763162
2021-08-16,0,0.0037037407
2021-08-17,0,0.003850378
2021-08-18,0,0.0036666538
2021-08-19,0,0.0036793514
2021-08-20,0,0.0036361422
2021-08-21,0,0.002777182
2021-08-22,0,0.0027674446
2021-08-23,0,0.0028065403
2021-08-24,0,0.0030222947
2021-08-25,0,0.0029520367
2021-08-26,0,0.0030783475
2021-08-27,0,0.0029880365
2021-08-28,0,0.0029020342
2021-08-29,0,0.0037649907
2021-08-30,0,0.0037882163
2021-08-31,0,0.0032559887
2021-09-01,0,0.0037252125
2021-09-02,0,0.0036015254
2021-09-03,0,0.003731907
2021-09-04,0,0.0038699321
2021-09-05,0,0.0036513067
2021-09-06,0,0.0018632108
2021-09-07,0,0.0018971143
2021-09-08,0,0.0019284886
2021-09-09,0,0.0019008842
2021-09-10,0,0.0015892902
2021-09-11,0,0.0015661197
2021-09-12,0,0.0017051599
2021-09-13,0,0.0013478079
2021-09-14,0,0.0022983814
2021-09-15,0,0.0021877715
2021-09-16,0,0.0020411576
2021-09-17,0,0.0020932518
2021-09-18,0,0.0022686126
2021-09-19,0,0.002127561
2021-09-20,0,0.0020712416
2021-09-21,0,0.0022584074
2021-09-22,0,0.00075193215
2021-09-23,0,0.00079616206
2021-09-24,0,0.00080571306
2021-09-25,0,0.00073192356
2021-09-26,0,0.0007291104
2021-09-27,0,0.00062808336
2021-09-28,0,0.0007835417
2021-09-29,0,0.0006448442
2021-09-30,0,0.0008863373
2021-10-01,0,0.0008696505
2021-10-02,0,0.0010697246
2021-10-03,0,0.0009437007
2021-10-04,0,0.0009742346
2021-10-05,0,0.0010014846
2021-10-06,0,0.0010765773
2021-10-07,0,0.0010535903
2021-10-08,0,0.00036881713
2021-10-09,0,0.00037719833
2021-10-10,0,0.00034074535
2021-10-11,0,0.00035575617
2021-10-12,0,0.00031701315
2021-10-14,0,0.00031163965
2021-10-15,0,0.00029639353
2021-10-16,0,5.9058642e-05
2021-10-17,0,5.438966e-05
2021-10-18,0,5.4763896e-05
2021-10-19,0,5.151389e-05
2021-10-20,0,5.381173e-05
2021-10-21,0,5.1501545e-05
2021-10-22,0,5.153164e-05
2021-10-23,0,4.0853396e-05
2021-10-24,0,0.0011469754
2021-10-25,0,0.0011412239
2021-10-26,0,0.001151862
2021-10-27,0,0.0011941937
2021-10-28,0,0.0012334969
2021-10-29,0,0.0011286916
2021-10-30,0,0.0012200086
2021-10-31,0,0.0012534901
2021-11-01,0,0.00056771375
2021-11-02,0,0.00049098075
2021-11-03,0,0.0004057037
2021-11-04,0,0.0004475023
2021-11-05,0,0.00043331634
2021-11-06,0,0.0003918372
2021-11-07,0,0.00043011265
2021-11-08,0,0.0005093264
2021-11-09,0,1.3021606e-05
2021-11-10,0,1.2020834e-05
2021-11-11,0,1.1987655e-05
2021-11-12,0,1.07808655e-05
2021-11-13,0,1.13757715e-05
2021-11-14,0,9.2145065e-06
2021-11-15,0,1.129784e-05
2021-11-16,0,1.2224537e-05
2021-11-17,0,0.0
2021-11-18,0,0.0
2021-11-19,0,0.0
2021-11-20,0,0.0
2021-11-21,0,0.0
2021-11-22,0,0.0
2021-11-23,0,0.0
2021-11-24,0,0.0
2021-11-25,0,0.0
2021-11-26,0,0.0
2021-11-27,0,0.0
2021-11-28,0,0.0
2021-11-29,0,0.0
2021-11-30,0,0.0
2021-12-01,0,0.0
2021-12-02,0,0.0
2021-12-03,0,0.0
2021-12-04,0,0.0
2021-12-05,0,0.0
2021-12-06,0,0.0
2021-12-07,0,0.0
2021-12-08,0,0.0
2021-12-09,0,0.0
2021-12-10,0,0.0
2021-12-11,0,0.0
2021-12-12,0,0.0
2021-12-13,0,0.0
2021-12-14,0,0.0
2021-12-15,0,0.0
2021-12-16,0,0.0
2021-12-17,0,0.0
2021-12-19,0,0.0
2021-12-20,0,0.0
2021-12-21,0,0.0
2021-12-22,0,0.0
2021-12-23,0,0.0
2021-12-24,0,0.0
2021-12-25,0,0.0
2021-12-26,0,0.0
2021-12-27,0,0.0
2021-12-28,0,0.0
2021-12-29,0,0.0
2021-12-30,0,0.0
2021-12-31,0,0.0
2022-01-01,0,0.0
2022-01-02,0,0.0
2022-01-03,0,0.0
2022-01-04,0,0.0
2022-01-05,0,0.0
2022-01-06,0,0.0
2022-01-07,0,0.0
2022-01-08,0,0.0
2022-01-09,0,0.0
2022-01-10,0,0.0
2022-01-11,0,0.0
2022-01-12,0,0.0
2022-01-13,0,0.0
2022-01-14,0,0.0
2022-01-15,0,0.0
2022-01-16,0,0.0
2022-01-17,0,0.0
2022-01-18,0,0.0
2022-01-19,0,0.0
2022-01-20,0,0.0
2022-01-21,0,0.0
2022-01-22,0,0.0
2022-01-23,0,0.0
2022-01-24,0,0.0
2022-01-25,0,4.516204e-06
2022-01-26,0,3.7260804e-06
2022-01-27,0,4.6342593e-06
2022-01-28,0,4.4915123e-06
2022-01-29,0,4.5964507e-06
2022-01-30,0,4.226081e-06
2022-01-31,0,4.541667e-06
2022-02-01,0,5.579476e-06
2022-02-02,0,0.0
2022-02-03,0,0.0
2022-02-04,0,0.0
2022-02-05,0,0.0
2022-02-06,0,0.0
2022-02-07,0,0.0
2022-02-08,0,0.0
2022-02-09,0,0.0
2022-02-10,0,0.0
2022-02-11,0,0.0
2022-02-12,0,0.0
2022-02-13,0,0.0
2022-02-14,0,0.0
2022-02-15,0,0.0
2022-02-16,0,0.0
2022-02-18,0,0.0
2022-02-19,0,0.0
2022-02-20,0,0.0
2022-02-21,0,0.0
2022-02-22,0,0.0
2022-02-23,0,0.0
2022-02-24,0,0.0
2022-02-25,0,0.0
2022-02-26,0,2.0955247e-05
2022-02-27,0,2.0010031e-05
2022-02-28,0,2.3986113e-05
2022-03-01,0,2.5164354e-05
2022-03-02,0,2.5288582e-05
2022-03-03,0,3.0020065e-05
2022-03-04,0,2.8916671e-05
2022-03-05,0,2.9429015e-05
2022-03-06,0,0.0005789676
2022-03-07,0,0.000689223
2022-03-08,0,0.0008265733
2022-03-09,0,0.00075344753
2022-03-10,0,0.0007735672
2022-03-11,0,0.00090714975
2022-03-12,0,0.0008636814
2022-03-13,0,0.0007406937
2022-03-14,0,3.0495374e-05
2022-03-15,0,3.3932873e-05
2022-03-16,0,3.2185184e-05
2022-03-17,0,3.0121915e-05
2022-03-18,0,3.3887347e-05
2022-03-19,0,3.2191358e-05
2022-03-20,0,3.2191358e-05
2022-03-21,0,3.0535495e-05
2022-03-22,0,0.0002925324
2022-03-24,0,0.00033151082
2022-03-25,0,0.00031855865
2022-03-26,0,0.00029177702
2022-03-27,0,0.0003750656
2022-03-28,0,0.000376409
2022-03-29,0,0.00033487036
2022-03-30,0,0.0006762824
2022-03-31,0,0.00071141444
2022-04-01,0,0.00059422146
2022-04-02,0,0.0006905347
2022-04-03,0,0.00076844683
2022-04-04,0,0.00070721307
2022-04-05,0,0.0005944622
2022-04-06,0,0.00073298306
2022-04-07,0,0.0007787878
2022-04-08,0,0.00073267677
2022-04-09,0,0.0008406474
2022-04-10,0,0.0009609414
2022-04-12,0,0.0008359761
2022-04-13,0,0.0008858518
2022-04-14,0,0.0010430324
2022-04-15,0,0.0015201467
2022-04-16,0,0.0013832531
2022-04-17,0,0.0012267826
2022-04-18,0,0.001509436
2022-04-19,0,0.0015712484
2022-04-20,0,0.0016496183
2022-04-21,0,0.0016399608
2022-04-22,0,0.0014523973
2022-04-23,0,0.0014409176
2022-04-24,0,0.0020576036
2022-04-25,0,0.0022220742
2022-04-26,0,0.0022040573
2022-04-27,0,0.0020050094
2022-04-28,0,0.0024135325
2022-04-29,0,0.0025561128
2022-04-30,0,0.0023635682
2022-05-01,0,0.0015878465
2022-05-02,0,0.0014443026
2022-05-03,0,0.0014286761
2022-05-04,0,0.0015036529
2022-05-05,0,0.0015915966
2022-05-06,0,0.0015465288
2022-05-07,0,0.001785932
2022-05-08,0,0.0017455787
2022-05-09,0,0.0018796653
2022-05-10,0,0.002349018
2022-05-11,0,0.0021247447
2022-05-12,0,0.0021625694
2022-05-13,0,0.0020566143
2022-05-14,0,0.0021201745
2022-05-15,0,0.0020792594
2022-05-16,0,0.0016516343
2022-05-17,0,0.0023306136
2022-05-18,0,0.00242394
2022-05-19,0,0.00273573
2022-05-20,0,0.0028374437
2022-05-21,0,0.0028794678
2022-05-22,0,0.002609258
2022-05-23,0,0.0018997819
2022-05-24,0,0.002428579
2022-05-25,0,0.0043927855
2022-05-26,0,0.004306599
2022-05-27,0,0.004140003
2022-05-28,0,0.004881505
2022-05-29,0,0.004321769
2022-05-30,0,0.0046043512
2022-05-31,0,0.0043333354
2022-06-01,0,0.0045428327
2022-06-02,0,0.0041661444
2022-06-03,0,0.0037841368
2022-06-04,0,0.0039131762
2022-06-05,0,0.0036286784
2022-06-06,0,0.004112745
2022-06-07,0,0.0034818472
2022-06-08,0,0.004588249
2022-06-09,0,0.004187664
2022-06-10,0,0.00341274
2022-06-11,0,0.002720544
2022-06-12,0,0.0029336838
2022-06-13,0,0.002792933
2022-06-17,0,0.003153348
2022-06-18,0,0.003116079
2022-06-19,0,0.0032560672
2022-06-20,0,0.0033166285
2022-06-21,0,0.0033329222
2022-06-22,0,0.0031936436
2022-06-23,0,0.0033467386
2022-06-24,0,0.0038358583
2022-06-25,0,0.003862643
2022-06-26,0,0.0044514905
2022-06-27,0,0.0042927223
2022-06-29,0,0.004207392
2022-06-30,0,0.0046102973
2022-07-01,0,0.0041505774
2022-07-02,0,0.0044871033
2022-07-03,0,0.004429712
2022-07-04,0,0.004512551
2022-07-05,0,0.0046518673
2022-07-06,0,0.0041178376
2022-07-07,0,0.004058906
2022-07-08,0,0.004062549
2022-07-09,0,0.004021552
2022-07-10,0,0.004249408
2022-07-11,0,0.004430482
2022-07-12,0,0.0042288
2022-07-13,0,0.0039540534
2022-07-14,0,0.0039131055
2022-07-15,0,0.003925183
2022-07-16,0,0.003959961
2022-07-18,0,0.004027027
2022-07-19,0,0.0040745907
2022-07-20,0,0.003319782
2022-07-21,0,0.0031493276
2022-07-22,0,0.0035933994
2022-07-24,0,0.0029402664
2022-07-25,0,0.0033019683
2022-07-26,0,0.0033558712
2022-07-27,0,0.0031132533
2022-07-28,0,0.0029553028
2022-07-29,0,0.0031585705
2022-07-30,0,0.0031714146
2022-07-31,0,0.003374231
2022-08-01,0,0.0033453135
2022-08-02,0,0.0030996108
2022-08-03,0,0.003297435
2022-08-04,0,0.0030734562
2022-08-05,0,0.00406563
2022-08-06,0,0.0038452179
2022-08-07,0,0.0038409904
2022-08-08,0,0.0038827627
2022-08-09,0,0.003926464
2022-08-10,0,0.0040045804
2022-08-11,0,0.0038479916
2022-08-12,0,0.0037221394
2022-08-13,0,0.0033128858
2022-08-14,0,0.0035567223
2022-08-15,0,0.0035764726
2022-08-16,0,0.0036009033
2022-08-17,0,0.0037471335
2022-08-18,0,0.0035655655
2022-08-19,0,0.0035784678
2022-08-20,0,0.0035362132
2022-08-21,0,0.0026149568
2022-08-22,0,0.0026022587
2022-08-23,0,0.0026365733
2022-08-24,0,0.0028403741
2022-08-25,0,0.002775331
2022-08-26,0,0.0028926414
2022-08-27,0,0.002806366
2022-08-28,0,0.0027267516
2022-08-29,0,0.0026659847
2022-08-30,0,0.0026799531
2022-08-31,0,0.002302875
2022-09-01,0,0.0026362839
2022-09-02,0,0.0025523591
2022-09-03,0,0.002642477
2022-09-04,0,0.0027440751
2022-09-05,0,0.0025908218
2022-09-06,0,0.002720113
2022-09-07,0,0.0027709745
2022-09-08,0,0.0028163411
2022-09-09,0,0.0027763264
2022-09-10,0,0.0023209802
2022-09-11,0,0.0022880798
2022-09-12,0,0.0024899384
2022-09-13,0,0.0019693929
2022-09-14,0,0.001998129
2022-09-15,0,0.0019032268
2022-09-16,0,0.001776085
2022-09-17,0,0.001821841
2022-09-18,0,0.0019727994
2022-09-19,0,0.001851695
2022-09-20,0,0.0018009266
2022-09-21,0,0.0019654315
2022-09-22,0,0.0019890596
2022-09-23,0,0.0021064314
2022-09-24,0,0.0021290898
2022-09-26,0,0.0019278581
2022-09-27,0,0.0016600881
2022-09-28,0,0.0020715294
2022-09-29,0,0.0017060848
2022-09-30,0,0.00016195679
2022-10-01,0,0.0001581466
2022-10-02,0,0.00019675696
2022-10-03,0,0.00017342207
2022-10-04,0,0.00017935649
2022-10-06,0,0.0001953596
2022-10-07,0,0.00019306251
2022-10-08,0,0.0001793534
2022-10-09,0,0.00018373842
2022-10-10,0,0.00016570292
2022-10-11,0,0.00017260262
2022-10-12,0,0.0001533534
2022-10-13,0,0.00015715048
2022-10-14,0,0.00015120371
2022-10-15,0,0.00014451389
2022-10-16,0,0.00094332255
2022-10-17,0,0.0008728619
2022-10-18,0,0.0008729768
2022-10-19,0,0.0008254059
2022-10-20,0,0.00086360116
2022-10-21,0,0.0008242338
2022-10-22,0,0.0008237531
2022-10-23,0,0.00065200543
2022-10-24,0,1.5779324e-05
2022-10-25,0,1.5163581e-05
2022-10-26,0,1.5175927e-05
2022-10-27,0,1.6723767e-05
2022-10-28,0,1.661188e-05
2022-10-29,0,1.5188273e-05
2022-10-31,0,1.6168211e-05
2022-11-01,0,0.0
2022-11-02,0,0.0
2022-11-03,0,0.0
2022-11-04,0,0.0
2022-11-05,0,0.0
2022-11-06,0,0.0
2022-11-07,0,0.0
2022-11-08,0,0.0
2022-11-09,0,0.0
2022-11-10,0,0.0
2022-11-11,0,0.0
2022-11-12,0,0.0
2022-11-13,0,0.0
2022-11-14,0,0.0
2022-11-15,0,0.0
2022-11-16,0,0.0
2022-11-17,0,0.0
2022-11-18,0,0.0
2022-11-19,0,0.0
2022-11-20,0,0.0
2022-11-21,0,0.0
2022-11-22,0,0.0
2022-11-23,0,0.0
2022-11-24,0,0.0
2022-11-25,0,0.0
2022-11-26,0,0.0
2022-11-27,0,0.0
2022-11-28,0,0.0
2022-11-29,0,0.0
2022-11-30,0,0.0
2022-12-01,0,0.0
2022-12-02,0,0.0
2022-12-04,0,0.0
2022-12-05,0,0.0
2022-12-06,0,0.0
2022-12-07,0,0.0
2022-12-08,0,0.0
2022-12-09,0,0.0
2022-12-10,0,0.0
2022-12-11,0,4.436729e-07
2022-12-12,0,4.984568e-07
2022-12-13,0,4.984568e-07
2022-12-14,0,4.436729e-07
2022-12-15,0,4.436729e-07
2022-12-16,0,4.436729e-07
2022-12-17,0,4.436729e-07
2022-12-18,0,3.3256177e-07
2022-12-19,0,3.4876547e-07
2022-12-20,0,4.6527782e-07
2022-12-21,0,5.231482e-07
2022-12-22,0,4.0663582e-07
2022-12-23,0,3.4876547e-07
2022-12-24,0,5.231482e-07
2022-12-25,0,4.6527782e-07
2022-12-26,0,4.6527782e-07
2022-12-27,0,0.0
2022-12-28,0,0.0
2022-12-29,0,0.0
2022-12-30,0,0.0
2022-12-31,0,0.0
2023-01-01,0,0.0
